coin,symbol,price,1h,24h,7d,24h_volume,mkt_cap,date,price_ma_2,price_std_2,liquidity_ratio,cap_to_volume,weighted_change
Cosmos Hub,ATOM,0.0006987362335864806,0.902377972465582,0.5699100572363041,0.11478900503290744,0.013546273666892563,0.010670314753914648,2022-03-16,,,19.35911421574023,0.7876355801382564,0.007720157600837379
Cosmos Hub,ATOM,0.0006909724976573419,0.8873591989987485,0.5183973834832378,0.09775454897406115,0.008709383331669297,0.010563343880824192,2022-03-17,0.0006948543656219112,5.489790322835607e-06,12.586314284389521,1.2127300807092938,0.004514921530889888
Covalent,CQT,7.4790008779332325e-06,0.9086357947434294,0.49632052330335236,0.07955865272938442,7.706342250853913e-05,1.584986747512879e-05,2022-03-16,,,9.088738592904054,0.20303833685225647,3.824815818698549e-05
Covalent,CQT,7.750464757030524e-06,0.8811013767209012,0.5576451349141455,0.08865660085172278,3.332258618165759e-05,2.049651800516124e-05,2022-03-17,7.614732817481878e-06,1.9195394975690033e-07,3.8080932964028795,0.5971728906638984,1.858217806695869e-05
Crabada,CRA,2.2030692438291832e-05,0.9399249061326659,0.6148814390842191,0.11401471157568716,4.371917410767276e-05,1.6021983445236652e-05,2022-03-16,,,1.8983004625159838,0.3582799495952153,2.6882108690899354e-05
Crabada,CRA,2.323380462888577e-05,0.9136420525657072,0.5805396565821749,0.1144018583042973,4.13052606763196e-05,2.254580421838798e-05,2022-03-17,2.26322485335888e-05,8.507287884971766e-07,1.7044480348366473,0.5329314571747341,2.3979341848067793e-05
Cratos,CRTS,7.162471481008098e-08,0.869837296620776,0.4979558462796402,0.08284939992257062,0.00023362627469449026,0.00017770355623958564,2022-03-16,,,218.01127901001684,0.757389838247978,0.00011633556932865458
Cratos,CRTS,7.852355697017577e-08,0.8848560700876096,0.6091578086672117,0.102787456445993,0.00028510823882630656,0.0002028687656806576,2022-03-17,7.507413589012838e-08,4.878218073738675e-09,264.35049747753504,0.7090629983704076,0.00017367590999640094
Creditcoin,CTC,2.7658309211552368e-05,0.8998748435544431,0.5404742436631234,0.11246612466124659,5.4882656375876124e-05,0.00021600195748768558,2022-03-16,,,1.9150695866507204,3.865277198614543,2.9662662194974742e-05
Creditcoin,CTC,2.838615945490912e-05,0.8798498122653317,0.5543744889615698,0.11188540456833138,5.3864342205006544e-05,0.00022802846102933867,2022-03-17,2.8022234333230744e-05,5.146678427658394e-07,1.8329833909619042,4.156223365939314,2.986101718315162e-05
Cronos,CRO,9.742882013195307e-06,0.9036295369211514,0.5633687653311529,0.11536972512582266,0.0017128425298391225,0.012941560701073797,2022-03-16,,,159.43975999506145,7.551195909631567,0.0009649619812421548
Cronos,CRO,9.786431719422819e-06,0.8798498122653317,0.5314799672935404,0.10549748354626401,0.0011206300621945872,0.013075413408580738,2022-03-17,9.764656866309064e-06,3.079429259215544e-08,103.8925653399076,11.657509770197597,0.0005955924288033374
Curve DAO Token,CRV,4.900858301668385e-05,0.9136420525657072,0.5461978740801308,0.1068524970963995,0.002605099828385294,0.0009348150609486246,2022-03-16,,,52.093054256629934,0.3587027061537485,0.001422899988030561
Curve DAO Token,CRV,5.167736724232528e-05,0.8785982478097623,0.5739983646770236,0.10588463027487414,0.0028126328812470283,0.000995367067198093,2022-03-17,5.034297512950457e-05,1.8871154234747436e-06,53.393573530514836,0.35376579291216453,0.0016144466742726194
DAO Maker,DAO,5.3133067729038796e-05,0.8961201501877347,0.5200327064595257,0.09988385598141693,6.143683265402911e-05,0.00016809024710206813,2022-03-16,,,1.134922427850368,2.6921648641832747,3.194916236137572e-05
DAO Maker,DAO,5.3133067729038796e-05,0.8873591989987485,0.5322976287816843,0.09814169570267128,4.523537410569558e-05,0.00017056910546784615,2022-03-17,5.3133067729038796e-05,0.0,0.8356329320207695,3.689147298298476,2.407868237351416e-05
DEAPCOIN,DEP,6.697780102369951e-07,0.886107634543179,0.5208503679476696,0.08226867982965541,9.135313411431719e-05,8.137275262948382e-05,2022-03-16,,,54.70974797503247,0.8811043979163549,4.7581313516614915e-05
DEAPCOIN,DEP,6.575321769248903e-07,0.8710888610763454,0.5134914145543744,0.07723577235772355,8.843229023201366e-05,7.79175249161608e-05,2022-03-17,6.636550935809428e-07,8.659111776269493e-09,53.35177890547877,0.87124599754764,4.540922180351968e-05
DFI.money,YFII,0.049779861693862545,0.9086357947434294,0.5985282093213409,0.1281455671699574,0.00029126574621231847,2.0423003646032184e-05,2022-03-16,,,0.005850958306095944,0.06987819787542174,0.0001743307655171031
DFI.money,YFII,0.0489777707256834,0.8823529411764707,0.5167620605069502,0.10782036391792486,0.00019552590051346203,1.8575201518264428e-05,2022-03-17,0.04937881620977297,0.0005671639627279552,0.003992054059677176,0.09451782930256578,0.00010104036723181358
DODO,DODO,9.503273713082263e-06,0.9224030037546934,0.5805396565821749,0.10801393728222994,0.0009295742253426041,5.892694175373676e-05,2022-03-16,,,88.5032848553476,0.06332320426352016,0.0005396547015480367
DODO,DODO,9.583652641623625e-06,0.8773466833541927,0.5355682747342599,0.10162601626016257,0.00042685195822116345,6.179204173767903e-05,2022-03-17,9.543463177352944e-06,5.683648543610627e-08,40.331251664707,0.14442388436080908,0.00022860836683144892
DUSK Network,DUSK,7.891861797639964e-06,0.9073842302878599,0.490596892886345,0.10065814943863721,0.0004799435546956856,8.202234724868945e-05,2022-03-16,,,53.975597644024326,0.1705446438524135,0.00023545881669453093
DUSK Network,DUSK,7.83288166625329e-06,0.851063829787234,0.5224856909239575,0.08710801393728221,0.00018527147197980028,8.247559043726027e-05,2022-03-17,7.862371731946627e-06,4.170525085879112e-08,20.975201409936727,0.44277091688094955,9.680169304586458e-05
Dai,DAI,2.4247821326255623e-05,0.8811013767209012,0.5273916598528209,0.10801393728222994,0.005370029465045675,0.01199665202763874,2022-03-16,,,212.69278626672207,2.2335852196887402,0.002832108753028994
Dai,DAI,2.4261674742554178e-05,0.8811013767209012,0.5290269828291086,0.10801393728222994,0.0040296924762264685,0.012086533501624263,2022-03-17,2.42547480344049e-05,9.795844607308452e-09,159.51802551864503,2.9986245720585627,0.0021318160524272482
Dash,DASH,0.0023689099253424483,0.9011264080100125,0.5322976287816843,0.11382113821138208,0.004236633675833662,0.00124966517081313,2022-03-16,,,1.7876770887068523,0.2948969322052798,0.0022551500596628892
Dash,DASH,0.0023511989027541003,0.8836045056320401,0.5224856909239575,0.10240030971738288,0.002855098529182909,0.0012419484994096752,2022-03-17,0.0023600544140482743,1.2523584173968971e-05,1.2137997878665712,0.4348409155775798,0.0014917481276761069
Dawn Protocol,DAWN,4.124484708754513e-05,0.9011264080100125,0.5470155355682746,0.1144018583042973,4.1737055158970514e-05,7.344550578235141e-05,2022-03-16,,,0.9879797901144654,1.718543907837206,2.2830817580826875e-05
Dawn Protocol,DAWN,4.17300805831163e-05,0.8823529411764707,0.5396565821749794,0.10917537746806037,7.013872734788757e-05,7.637174144547264e-05,2022-03-17,4.148746383533072e-05,3.4311189517722544e-07,1.6414368143176659,1.0735606932071504,3.7850825878663755e-05
DeFi Kingdoms,JEWEL,0.00010092856704279905,0.9311639549436797,0.5412919051512673,0.09368950832365464,0.00019746714604775277,0.0003054790586842251,2022-03-16,,,1.9373091546046928,1.5391920767113991,0.00010688736768897166
DeFi Kingdoms,JEWEL,0.000105053051755154,0.8898623279098873,0.5715453802125919,0.09001161440185829,0.00023356862384814976,0.0003268189931380669,2022-03-17,0.00010299080939897651,2.916451109006434e-06,2.2023753204895278,1.3932766785963508,0.00013349506792302262
DeFi Pulse Index,DPI,0.0037695364103086304,0.9173967459324155,0.5625511038430089,0.1184668989547038,3.577045147371487e-06,9.00143044635478e-06,2022-03-16,,,0.000948683359108232,1.9666466369736677,2.0122706961501084e-06
DeFi Pulse Index,DPI,0.0038471737696000176,0.8748435544430538,0.5478331970564185,0.11033681765389079,4.5680183180604204e-06,1.13653356427648e-05,2022-03-17,0.0038083550899543238,5.4897903228356454e-05,0.0011870613417063085,2.0411814389870457,2.502512079395324e-06
Decentral Games,DG,7.431181116944694e-06,0.8873591989987485,0.5298446443172525,0.10859465737514515,1.4753766397354248e-05,6.527193918335318e-05,2022-03-16,,,1.749905048024961,4.143259303014371,7.817204109145994e-06
Decentral Games,DG,7.83540488043026e-06,0.8685857321652065,0.5764513491414553,0.10956252419667051,2.2569184394699044e-05,7.609119153792135e-05,2022-03-17,7.633292998687476e-06,2.858293642773906e-07,2.554402961735013,3.2284185258033387,1.3010036793346545e-05
Decentral Games Governance,XDG,7.803282423023447e-06,0.8936170212765958,0.5388389206868356,0.10840108401084009,2.0983699816672984e-06,4.2639217456745884e-05,2022-03-16,,,0.2383622245469915,13.76182241276454,1.1306834161232622e-06
Decentral Games Governance,XDG,8.201149627717028e-06,0.8973717146433041,0.570727718724448,0.11053039101819587,2.548754273153161e-06,4.92708445994523e-05,2022-03-17,8.002216025370237e-06,2.813345984505668e-07,0.27700389367383355,13.883983169021695,1.4546447119058923e-06
Decentraland,MANA,5.895586967589284e-05,0.9073842302878599,0.5813573180703189,0.11072396438250093,0.008307466624523871,0.004622066663658957,2022-03-16,,,138.55968847474082,0.5563080256007927,0.004829606516791883
Decentraland,MANA,5.944110317146401e-05,0.8836045056320401,0.5363859362224038,0.10433604336043358,0.006655346919880777,0.004691707488216756,2022-03-17,5.919848642367842e-05,3.431118951772302e-07,110.11292929251097,0.704847199926411,0.003569834488505142
Decentralized Social,DESO,0.0008241690921916281,0.8873591989987485,0.6189697465249386,0.1451800232288037,1.3263008718943966e-05,0.0003715467075589787,2022-03-16,,,0.016073079862598528,26.049672609783556,8.209401144922798e-06
Decentralized Social,DESO,0.0007904453642494317,0.8573216520650814,0.49713818479149624,0.11827332559039873,1.1493973512179908e-05,0.00035774365210745505,2022-03-17,0.0008073072282205299,2.38462767148173e-05,0.014522763075478031,28.633296825761963,5.714093127886658e-06
Decred,DCR,0.0013797614446206176,0.9061326658322904,0.6451349141455437,0.12504839334107623,0.00043208365170143716,0.0009296153646061637,2022-03-16,,,0.3129314288031542,2.146503016112531,0.0002787522495440997
Decred,DCR,0.001281986895263027,0.8660826032540676,0.4709730171708912,0.09659310878823071,0.00018513619961968932,0.0008598078982227945,2022-03-17,0.0013308741699418225,6.913704687821116e-05,0.1443009280166765,4.619240641957561,8.719415452243748e-05
Dent,DENT,5.704676777477219e-08,0.9098873591989988,0.5421095666394112,0.10956252419667051,0.00032765302722041187,0.00020369569010914222,2022-03-16,,,309.9702276278336,0.6197894838574947,0.00017762384059454868
Dent,DENT,5.836355961954992e-08,0.8785982478097623,0.5470155355682746,0.09988385598141693,0.0002652378907733028,0.0002120053526010085,2022-03-17,5.770516369716106e-08,9.311124428534761e-10,250.61132194370705,0.796300451394154,0.00014508924687435778
Dero,DERO,0.000263481788059141,0.9236545682102628,0.5404742436631234,0.08072009291521484,1.3993983476930199e-05,7.02283492335154e-05,2022-03-16,,,0.05291095307402033,4.683768615696357,7.563387635528094e-06
Dero,DERO,0.0002651801052936401,0.8823529411764707,0.5339329517579721,0.07742934572202863,9.813071605240584e-06,7.365920102450488e-05,2022-03-17,0.0002643309466763905,1.200891633120314e-06,0.03686628493295983,6.812051534811418,5.2395222879984465e-06
DigiByte,DGB,4.771817420950176e-07,0.918648310387985,0.5429272281275551,0.11943476577622916,0.00027087759344692885,0.00029830348868507275,2022-03-16,,,183.3745880603397,1.097197767948105,0.00014706682097200387
DigiByte,DGB,4.836925232069159e-07,0.886107634543179,0.5396565821749794,0.10123886953155244,0.0002091997319251456,0.0003045271644843266,2022-03-17,4.804371326509667e-07,4.603817475044534e-09,140.99938407249803,1.4487514408095061,0.000112896012322646
DigitalBits,XDB,9.44121234899871e-06,0.9098873591989988,0.704824202780049,0.14847077042198992,6.596178544465852e-05,0.00029796981328724216,2022-03-16,,,6.317445066710487,4.449848690690953,4.649146283998008e-05
DigitalBits,XDB,9.584792940338219e-06,0.8760951188986233,0.5404742436631234,0.14808362369337977,2.7059995456567525e-05,0.0003046530659427698,2022-03-17,9.513002644668464e-06,1.0152680978294175e-07,2.556497383471997,10.857202967631444,1.4625230577915888e-05
Divi,DIVI,1.5186192112190413e-06,0.8773466833541927,0.5748160261651676,0.10007742934572203,4.019575805598389e-06,0.00013802739219162562,2022-03-16,,,1.5959442331311635,27.49782004241915,2.310516591443718e-06
Divi,DIVI,1.5734568001957028e-06,0.9036295369211514,0.5576451349141455,0.10646535036778937,3.502064525663957e-06,0.00014776917233659951,2022-03-17,1.546038005707372e-06,3.8776031029317983e-08,1.3608406115065295,32.82253541552845,1.9529092448919202e-06
Dock,DOCK,8.122698575136395e-07,0.9111389236545683,0.526573998364677,0.10801393728222994,5.593978993399714e-05,6.0282341487611615e-06,2022-03-16,,,30.867251751758573,0.10587032645798142,2.9456438853224987e-05
Dock,DOCK,8.166929069295761e-07,0.8823529411764707,0.5347506132461161,0.10375532326751837,4.145216677009326e-05,6.0282341487611615e-06,2022-03-17,8.144813822216078e-07,3.1275682355320565e-09,22.81737690061898,0.14200062346424064,2.2166571600687644e-05
Dogecoin,DOGE,2.8061052688837507e-06,0.8998748435544431,0.5470155355682746,0.10588463027487414,0.007799083941849879,0.0196472441251775,2022-03-16,,,2049.09832778671,2.51885034464359,0.004266220079392942
Dogecoin,DOGE,2.8349766618702356e-06,0.8823529411764707,0.5372035977105477,0.10065814943863721,0.006282950311343272,0.01990154940651972,2022-03-17,2.820540965376993e-06,2.0415157763045344e-08,1638.3281738875596,3.167044362301063,0.003375223511490212
Dogelon Mars,ELON,1.7531971428481945e-11,0.9349186483103881,0.5870809484873262,0.11343399148277192,0.00018900669447922695,0.00042299273596417965,2022-03-16,,,189.00338087735355,2.2261991195811506,0.00011096222946531883
Dogelon Mars,ELON,1.735748146347455e-11,0.8886107634543179,0.5200327064595257,0.10123886953155244,0.00013962726016559534,0.0004244897134673027,2022-03-17,1.7444726445978248e-11,1.2338303750573285e-13,139.6248366300817,3.0185450030630316,7.261074199944287e-05
Dopex,DPX,0.027322042435089868,0.9236545682102628,0.5331152902698282,0.11401471157568716,7.990550566873138e-05,0.00017361618338709078,2022-03-16,,,0.0029244732118891706,2.14591308653288,4.259884684874313e-05
Dopex,DPX,0.02848078002251382,0.8898623279098873,0.5625511038430089,0.10936895083236542,5.313573216736422e-05,0.00018833762838738822,2022-03-17,0.027901411228801846,0.0008193512056832161,0.001865604331097366,3.4789892155726263,2.9891564784257216e-05
Dopex Rebate Token,RDPX,0.002461346906248756,0.9511889862327909,0.5609157808667211,0.12988772744870303,6.03819257303925e-05,3.1937120558036985e-05,2022-03-16,,,0.024522103517241968,0.520301704093062,3.3869175021299466e-05
Dopex Rebate Token,RDPX,0.0025666425747877,0.8648310387984982,0.570727718724448,0.12582268679829653,3.401063349807232e-05,4.1355759940678094e-05,2022-03-17,0.0025139947405182278,7.445528125345868e-05,0.01324585977504459,1.1812342653826913,1.9410811268728108e-05
Dvision Network,DVI,8.460167267652918e-06,0.8948685857321652,0.5650040883074406,0.07530003871467286,1.5430784105741554e-05,2.6002069287255444e-05,2022-03-16,,,1.6311322695639772,1.5825215108370458,8.718456105533452e-06
Dvision Network,DVI,9.23753558923271e-06,0.8911138923654569,0.6026165167620604,0.08710801393728221,4.208870806091515e-05,3.43967137494184e-05,2022-03-17,8.848851428442814e-06,5.496824116686755e-07,4.111214822557666,0.7982767480703125,2.536335064668394e-05
ECOMI,OMI,8.265515913596711e-08,0.904881101376721,0.5502861815208503,0.06562137049941927,5.9446808289870595e-05,0.0024628665107460147,2022-03-16,,,54.90834989168039,40.74435988307973,3.2712757137434916e-05
ECOMI,OMI,8.226391648452511e-08,0.8823529411764707,0.5224856909239575,0.05903987611304682,6.35573826768783e-05,0.002456943599756704,2022-03-17,8.245953781024611e-08,2.7665033192404267e-10,58.72632516782896,38.05829012700473,3.3207823001247124e-05
EOS,EOS,4.997905000782619e-05,0.904881101376721,0.5543744889615698,0.11730545876887338,0.005831166726800185,0.0025172635540811244,2022-03-16,,,114.38358945302035,0.4316172139787608,0.0032326500742195625
EOS,EOS,5.070690025118294e-05,0.8886107634543179,0.5380212591986917,0.10975609756097558,0.003940631204904441,0.002571677719581599,2022-03-17,5.034297512950457e-05,5.146678427658322e-07,76.21093482226848,0.6524399635312775,0.002120143362900345
Electroneum,ETN,1.2341092733701635e-07,0.902377972465582,0.5494685200327064,0.10472319008904372,3.0526986173918933e-06,3.050248103561206e-05,2022-03-16,,,2.7173481609513512,7.526461727184114,1.6773617914042126e-06
Electroneum,ETN,1.2650542112566377e-07,0.8886107634543179,0.5486508585445625,0.09833526906697636,3.2715474439641257e-06,3.562263862494357e-05,2022-03-17,1.2495817423134007e-07,2.1881375422922317e-09,2.9041559699686332,8.339516086911276,1.7949373139001867e-06
Ellipsis,EPS,3.996504341893724e-06,0.8986232790988735,0.5576451349141455,0.11614401858304295,0.00014083511443935867,4.7499331273654776e-05,2022-03-16,,,28.18672912150033,0.33489119715811294,7.853601639218528e-05
Ellipsis,EPS,4.039617337975223e-06,0.8798498122653317,0.5380212591986917,0.10240030971738288,9.744919329285241e-05,4.9753584767417034e-05,2022-03-17,4.0180608399344735e-06,3.0485491886496813e-08,19.336625532764113,0.5053732093001237,5.242973768331716e-05
Elrond,EGLD,0.003943735235218681,0.9123904881101377,0.5682747342600163,0.1523422377080913,0.00550296263343598,0.004490547587318854,2022-03-16,,,1.3950144446464776,0.8158753767765903,0.003127194628158631
Elrond,EGLD,0.0038619733912149384,0.8773466833541927,0.5118560915780866,0.1314363143631436,0.002815003366675569,0.004438835582240701,2022-03-17,0.0039028543132168096,5.781435433736291e-05,0.7287141488153576,1.5762891602934996,0.0014408766210457125
Energy Web Token,EWT,0.00011912482312671793,0.8998748435544431,0.5208503679476696,0.11614401858304295,3.839278824924814e-05,0.00017991715957105077,2022-03-16,,,0.3196074487347894,4.567261358415895,1.999689788615786e-05
Energy Web Token,EWT,0.00012203622410014496,0.8811013767209012,0.5486508585445625,0.1041424699961285,2.2070366487994182e-05,0.00018728012237258335,2022-03-17,0.00012058052361343144,2.058671371063372e-06,0.17938104529305185,8.117778383366554,1.2108925522031149e-05
Enjin Coin,ENJ,3.396634465397757e-05,0.9036295369211514,0.5690923957481602,0.11691831204026323,0.0023098626120286797,0.0015913159642518156,2022-03-16,,,66.05959630286728,0.6886242202234678,0.0013145252477285044
Enjin Coin,ENJ,3.445157814954874e-05,0.886107634543179,0.5421095666394112,0.11207897793263644,0.0019529152393198922,0.0016295732359633793,2022-03-17,3.4208961401763154e-05,3.431118951772302e-07,55.08683509325665,0.8340040566604067,0.0010586940340712087
Enzyme,MLN,0.0013084321207716557,0.9061326658322904,0.5445625511038429,0.11691831204026323,0.00012422963392686581,1.6088023689884065e-05,2022-03-16,,,0.09487290861144952,0.12846818428998588,6.765080637391056e-05
Enzyme,MLN,0.0013166810901963657,0.8873591989987485,0.5331152902698282,0.1144018583042973,8.827749598351616e-05,1.691604861729408e-05,2022-03-17,0.0013125566054840107,5.832902218012916e-06,0.06699458362141383,0.189477184938267,4.706208289554581e-05
Ergo,ERG,7.90930597420964e-05,0.8886107634543179,0.5314799672935404,0.1238869531552458,1.6319142222090876e-05,0.0001321498696954654,2022-03-16,,,0.20375226361234444,7.630277989570747,8.673297174455493e-06
Ergo,ERG,7.90930597420964e-05,0.8735919899874844,0.5298446443172525,0.10878823073945022,2.5558622427708317e-05,0.00013458306251040107,2022-03-17,7.90930597420964e-05,0.0,0.3191115748356767,5.067396205384209,1.3542099209448067e-05
Escoin Token,ELG,8.176184396773784e-05,0.9111389236545683,0.5453802125919869,0.1178861788617886,1.1840258326336554e-05,0.0002100249699914599,2022-03-16,,,0.1430642160528965,16.35675581079855,6.457442603161472e-06
Escoin Token,ELG,8.030614348102433e-05,0.8873591989987485,0.5159443990188062,0.11130468447541615,1.249846183636723e-05,0.0002100249699914599,2022-03-17,8.103399372438108e-05,1.0293356855316788e-06,0.15372100189802002,15.559177966901066,6.4485113808239745e-06
Ethereum,ETH,0.06658398287898774,0.9111389236545683,0.5560098119378577,0.1205962059620596,0.3408769457657339,0.42143523735511584,2022-03-16,,,5.119426799061394,1.2363229789138204,0.18953092650915704
Ethereum,ETH,0.06852515947802021,0.886107634543179,0.5519215044971381,0.11459543166860238,0.23544344792643032,0.43686385208746137,2022-03-17,0.06755457117850397,0.0013726191366565008,3.43581852127506,1.8554858945918693,0.129946302003549
Ethereum Classic,ETC,0.0006533669017505762,0.916145181476846,0.5535568274734259,0.10994967092528066,0.005447800077022901,0.004519657966852566,2022-03-16,,,8.325298945360517,0.8294776653508643,0.0030156669273462824
Ethereum Classic,ETC,0.0006577340032107167,0.886107634543179,0.5331152902698282,0.10104529616724736,0.004399301838950734,0.004584634776450567,2022-03-17,0.0006555504524806465,3.0880070565950556e-06,6.678419236760546,1.0418909757208354,0.0023453350768568096
Ethereum Name Service,ENS,0.0003408765306027426,0.9311639549436797,0.5633687653311529,0.11111111111111108,0.0006780726843538728,0.00033573817868639373,2022-03-16,,,1.9833847124820245,0.49440683806306157,0.00038200497098922183
Ethereum Name Service,ENS,0.00036635128912022906,0.8773466833541927,0.5895339329517579,0.11362756484707699,0.0022577471099734857,0.0003669038327453999,2022-03-17,0.00035361390986148587,1.8013374496804405e-05,6.146016570080841,0.16243687977522495,0.0013310185333531342
Euro Tether,EURT,2.668784222041003e-05,0.886107634543179,0.5347506132461161,0.11033681765389079,0.00043639605583283394,0.0002069555380267131,2022-03-16,,,15.76128801800039,0.4731536447731671,0.00023336305847479426
Euro Tether,EURT,2.6930458968195617e-05,0.8811013767209012,0.5331152902698282,0.10859465737514515,0.00025403572720370746,0.00020955710975451575,2022-03-17,2.6809150594302823e-05,1.715559475886151e-07,9.09529368969474,0.8216774647700003,0.0001354303304471114
EverRise,RISE,2.306635733031407e-08,0.8973717146433041,0.5944399018806213,0.11382113821138208,7.305052660639397e-06,7.345482394128622e-07,2022-03-16,,,7.140350778127326,0.08844594603164264,4.342414786823255e-06
Everdome,DOME,1.0269580163363932e-06,0.8760951188986233,0.6017988552739165,0.09446380178087492,0.0007727556726663272,0.00038386804172140464,2022-03-16,,,381.23911123874063,0.4961101485674575,0.00046504347921702105
Everdome,DOME,1.1616830680198308e-06,0.8498122653316647,0.6353229762878168,0.11536972512582266,0.001026338374686486,0.0004405750335895691,2022-03-17,1.094320542178112e-06,9.526499764106675e-08,474.7867020241057,0.4288509457500017,0.0006520563508842187
Everipedia,IQ,2.1850401489473526e-07,0.8898623279098873,0.5535568274734259,0.11227255129694151,5.848756034540138e-05,3.0860247566241676e-05,2022-03-16,,,47.99948102793411,0.5187680817142015,3.2376188351460937e-05
Everipedia,IQ,2.1793349649310406e-07,0.8748435544430538,0.5249386753883891,0.10704607046070458,4.90950292252626e-05,3.1280385582220556e-05,2022-03-17,2.1821875569391966e-07,4.0341743058512556e-10,40.310106723089525,0.624420946868039,2.57718796096636e-05
Everscale,EVER,4.649191916786504e-06,0.8673341677096371,0.5208503679476696,0.10820751064653501,1.1076194744268061e-07,0.00025280465312076475,2022-03-16,,,0.0196066887218954,227.59570914614034,5.7690401080120636e-08
Everscale,EVER,4.674982077076112e-06,0.8811013767209012,0.5167620605069502,0.10588463027487414,2.5786567660274997e-07,0.0002482812133679621,2022-03-17,4.662086996931308e-06,1.8236397228669752e-08,0.045439029251632214,197.38293045607324,1.3325519837525594e-07
FEG Token,FEG,5.395796470751411e-14,0.902377972465582,0.5355682747342599,0.11265969802555166,1.8866791808368054e-05,0.00010992517276481504,2022-03-16,,,18.866790790354422,5.533111426602541,1.0104455138578148e-05
FEG Token,FEG,5.405501140662834e-14,0.8660826032540676,0.5322976287816843,0.10820751064653501,1.0291193893753152e-05,0.0001117734980805965,2022-03-17,5.4006488057071224e-14,6.862237903544141e-17,10.291193337462579,9.899174448012547,5.477978106977351e-06
FEG Token BSC,FEG,6.065418694639627e-14,0.916145181476846,0.5282093213409648,0.11769260549748352,8.722814701572435e-06,0.00012994967080173097,2022-03-16,,,8.722814172497236,13.365437354340886,4.6074720337005666e-06
FEG Token BSC,FEG,5.844637454154741e-14,0.9123904881101377,0.5094031071136549,0.10549748354626401,4.662866042803256e-06,0.0001256414881232804,2022-03-17,5.955028074397184e-14,1.561159123056406e-15,4.662865770275657,22.186908038016174,2.375278450258731e-06
FLEX Coin,FLEX,9.631884883487294e-05,0.8836045056320401,0.5331152902698282,0.10762679055361979,0.022891119942385466,0.00031678657174235105,2022-03-16,,,235.21774267209307,0.013838236587071647,0.012203606052686281
FLEX Coin,FLEX,9.583361533930177e-05,0.8811013767209012,0.5273916598528209,0.10917537746806037,0.022803366758410465,0.0003166593816434799,2022-03-17,9.607623208708735e-05,3.4311189517721824e-07,235.49019293050483,0.013885909878496973,0.012026305444950735
FTX Token,FTT,0.0010279671603315194,0.9061326658322904,0.5478331970564185,0.11672473867595816,0.0015723325558166846,0.00739350686441751,2022-03-16,,,1.528068743525401,4.6992651598566155,0.000861375970888944
FTX Token,FTT,0.0010437372489375824,0.8823529411764707,0.5412919051512673,0.10878823073945022,0.001087738804455805,0.007540902925093265,2022-03-17,0.001035852204634551,1.1151136593259888e-05,1.0411601630572203,6.926273679445559,0.0005887842097708445
FUNToken,FUN,2.652593355891935e-07,0.8961201501877347,0.5249386753883891,0.10588463027487414,1.4729135332166254e-05,6.447591119776715e-05,2022-03-16,,,11.641198699638391,4.099138944142289,7.731892790883675e-06
FUNToken,FUN,2.6864330167913594e-07,0.872340425531915,0.5380212591986917,0.10569105691056908,1.4516017068763198e-05,6.669024776563573e-05,2022-03-17,2.6695131863416473e-07,2.3928253695036256e-09,11.44215797265493,4.298155091611516,7.809925781885678e-06
Fantom,FTM,2.959924319383705e-05,0.9349186483103881,0.5461978740801308,0.09272164150212928,0.020248589404455515,0.003875146307341696,2022-03-16,,,661.7349741686996,0.19136913000759648,0.011059736485835064
Fantom,FTM,2.959924319383705e-05,0.8773466833541927,0.5290269828291086,0.08730158730158727,0.011430759359167545,0.003914865165335672,2022-03-17,2.959924319383705e-05,0.0,373.5634664804324,0.3424551761751527,0.0060471801352260015
Fei USD,FEI,2.4261674742554178e-05,0.8823529411764707,0.5282093213409648,0.10859465737514515,0.00017699249975211995,0.0006332897431045243,2022-03-16,,,7.006364445583248,3.5579574644239,9.348908817650815e-05
Fei USD,FEI,2.4261674742554178e-05,0.8836045056320401,0.5306623058053965,0.10975609756097558,0.0001037065194945491,0.0006379874392591855,2022-03-17,2.4261674742554178e-05,0.0,4.1052907438417705,6.093101387945556,5.503314076202973e-05
Fetch.ai,FET,7.954214301820859e-06,0.9086357947434294,0.5339329517579721,0.11265969802555166,0.00037191137482722785,0.00020448678002460866,2022-03-16,,,41.53478600033046,0.5483522193962269,0.0001985757381538673
Fetch.ai,FET,8.079307496979107e-06,0.8936170212765958,0.5412919051512673,0.09639953542392564,0.00031447190341615035,0.00021079325999183606,2022-03-17,8.016760899399983e-06,8.84542465766897e-08,34.63611112640279,0.6681839419270599,0.00017022109571667335
Filecoin,FIL,0.000418999123389701,0.9011264080100125,0.5363859362224038,0.10007742934572203,0.004563756746786052,0.003848592016971886,2022-03-16,,,10.866110171738425,0.8431099904023578,0.0024479349353161485
Filecoin,FIL,0.00042870379330112445,0.8836045056320401,0.5478331970564185,0.0960123886953155,0.0033492012180434843,0.003975403609933277,2022-03-17,0.0004238514583454127,6.862237903544576e-06,7.794209104634217,1.1866163705399495,0.001834803610866013
Floki Inu,FLOKI,6.875476711582553e-10,0.9311639549436797,0.5625511038430089,0.10085172280294229,0.0001118699138578294,0.00024733329977834535,2022-03-16,,,111.79305080609599,2.1913129134650147,6.293254352754425e-05
